Issue key,Issue id,Summary,Custom field (Bundle Version),Assignee,Created,Priority,Status,Custom field (Moment ID),Custom field (Linked LSTI/DVTI),Custom field (Linked LSTI/DVTI),Custom field (Linked LSTI/DVTI),Custom field (Linked LSTI/DVTI),Custom field (Linked LSTI/DVTI)
MON-2422860,2600608,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-12 2:08 PM,P2,Done,60cb51cb-9aeb-4dc2-8506-5931093ef34b,LSTI-4759,,,,
MON-2422856,2600604,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-12 1:37 PM,P1,Done,f5e52eae-0aad-452d-84ef-12952bf4cbd4,,,,,
MON-2422855,2600603,不合理制动 ,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-12 1:11 PM,P2,Done,79f3e695-2b1f-4454-a748-48e5ea56043c,LSTI-5143,,,,
MON-2422851,2600599,【TSAudio】ALC,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,ruiliang.li,2024-12-12 1:06 PM,P2,Done,1d376c5b-866e-4751-86e8-f911b21db03d,,,,,
MON-2422849,2600597,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhixin.yan,2024-12-12 1:06 PM,P1,Done,3ae2af11-6c50-4822-ab95-009dd888fbe7,LSTI-5064,,,,
MON-2422841,2600589,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-12 12:34 PM,P2,Done,1d36d958-1dc9-4b7c-969e-4cd2e04e6a19,LSTI-5057,,,,
MON-2422840,2600588,【TSAudio】不合理制动,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-12 12:04 PM,P2,Done,ce324135-d1d3-44ff-a1bc-3a83e0100ed4,LSTI-4839,,,,
MON-2422836,2600584,不合理制动,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-12 11:44 AM,P1,Done,0dd1323c-1ef8-4c7e-a485-6458671bfc38,,,,,
MON-2422786,2600534,隧道内误制动,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-12 9:26 AM,P1,Done,dc428602-962b-4d25-8ba4-caf0cc7ffb8a,,,,,
MON-2422758,2600495,突然往右侧变道,v0.8.96-adlst-0606.patch.19-irs2-DF_H19X_C_VEHICLE_LYRA,jingpeng.sun,2024-12-12 5:00 AM,P0,Done,5bf4ad96-c1bb-48c3-970c-a7977d9dcc7b,LSTI-4376,,,,
MON-2422756,2600493,【TSAudio】不合理制动,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-12 4:43 AM,P2,Done,d72f0a75-1445-4add-86c2-8fa2a28128c1,LSTI-5143,,,,
MON-2422697,2600412,ALC 取消,v1.0.9-p6-Beta-20241204-6-ga88fcd6b2-irs2-6e816d5c-FT_ESTN_B_VEHICLE_LYRA,ryan.han,2024-12-12 12:50 AM,P2,Done,071a29d3-1f80-4540-835b-4ca839b2bcb4,,,,,
MON-2422696,2600411,司机反馈无缘无故掉档,v0.8.96-adlst-0606.patch.20-irs2-FT_ESTN_B_VEHICLE_LYRA,yuhao.zhao,2024-12-12 12:47 AM,P1,Done,5e299745-9ca6-4091-bde3-cc3e48c3e4cb,LSTI-5014,,,,
MON-2422688,2600394,【TSAudio】ALC,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-11 11:41 PM,P2,Done,97f554b0-f662-4908-a332-cfc284f5fca0,LSTI-4839,,,,
MON-2422686,2600392,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-11 11:41 PM,P2,Done,c8a395fc-e548-449d-a59c-3796324fec64,LSTI-5058,,,,
MON-2422671,2600358,圆通-从十二档降档到十档,v1.0.9-p6-Beta-20241204-irs2-LQ_4H70_B_VEHICLE_LYRA,songlin.lei,2024-12-11 10:41 PM,P1,Done,9ac029ea-1f14-496b-877e-a0faa2d8945d,,,,,
MON-2422663,2600350,v1.0.9-p6-Beta-20241204-fallback,v1.0.9-p6-Beta-20241204-irs2-FT_ESTN_B_VEHICLE_LYRA,zhixin.yan,2024-12-11 10:03 PM,P0,Done,208fc134-5f30-432e-ba36-a8abb1a3abd2,LSTI-5085,,,,
MON-2422646,2600331,中通-车辆无缘无故降档,v0.8.96-adlst-0606.patch.20-irs2-FT_ESTN_B_VEHICLE_LYRA,yuhao.zhao,2024-12-11 8:36 PM,P1,Done,5e299745-9ca6-4091-bde3-cc3e48c3e4cb,LSTI-5014,,,,
MON-2422644,2600329,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-11 8:36 PM,P1,Done,5efde1ba-ac07-43aa-8d54-5fe6f9ec6018,,,,,
MON-2422643,2600326,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-11 8:01 PM,P0,Done,0d47dbf2-6aed-48cc-a7b0-eb4ae3b04347,LSTI-5014,,,,
MON-2422641,2600324,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-11 8:01 PM,P0,Done,f5141e9b-7095-45ce-84d7-125b6ba1af4b,LSTI-5014,,,,
MON-2422640,2600323,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,wan.sun,2024-12-11 8:01 PM,P0,Done,3cc2c30e-adcc-4645-aa62-4a7c7f807846,LSTI-5014,,,,
MON-2422638,2600321,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,yunwen.jiang,2024-12-11 8:01 PM,P0,Done,b65a9ecb-96f9-4d34-a027-efa35dc41347,LSTI-5250,,,,
MON-2422629,2600312,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-FT_ESTN_B_VEHICLE_LYRA,jingpeng.sun,2024-12-11 8:00 PM,P0,Done,ec44a8eb-5ae4-4c03-a607-578a0aa8ed74,LSTI-5546,,,,
MON-2422555,2600220,质量分析-每日异常指标SME-画龙干预,v1.0.9-p1-Alpha-20240929-1-gba2f73b36-irs2-e3032b04-DF_D_VEHICLE_ADU,jingpeng.sun,2024-12-11 6:18 PM,P1,Done,d3dbc80b-d300-492d-b2b9-630d94c705af,LSTI-5064,,,,
MON-2422518,2600183,质量分析-每日异常指标KA-画龙干预,v1.0.9-p6-Beta-20241123-irs2-DF_H19X_D_VEHICLE_M51_LC,jingpeng.sun,2024-12-11 6:12 PM,P1,Done,a921d0fe-ba12-45b0-a9a4-b94deade31f1,LSTI-4008,,,,
MON-2422513,2600178,司机反馈车道有车,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,yuhao.zhao,2024-12-11 6:06 PM,P1,Done,cd480ea9-2d9a-4445-bc10-e06455dc8724,LSTI-5165,,,,
MON-2422436,2600099,不合理制动 ,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-11 3:41 PM,P1,Done,1ac0c386-3a65-40eb-bd8f-775971ade01d,,,,,
MON-2422408,2600071,【TSAudio】Nudge,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,liuhui.hu,2024-12-11 1:23 PM,P2,Done,e486ba3d-ca4e-4203-a9df-20e215e1d138,LSTI-5216,,,,
MON-2422406,2600069,【TSAudio】Nudge,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,liuhui.hu,2024-12-11 1:23 PM,P1,Done,2b75ab8e-0f5a-4b7d-a8d7-c9b76cf0a7d6,LSTI-5127,,,,
MON-2422402,2600065,【TSAudio】ALC,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-11 11:51 AM,P2,Done,a047029b-2382-4efa-a529-2679f8bf4cfe,LSTI-5219,,,,
MON-2422343,2599998,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,ryan.han,2024-12-11 2:57 AM,P0,Done,7477af14-a69c-4d0f-b998-f03b908349b6,LSTI-5042,,,,
MON-2422333,2599987,隧道内突然减速,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-11 2:31 AM,P1,Done,85936446-29b4-41bd-8b62-1230a68c4a1a,,,,,
MON-2422329,2599980,司机反馈没有施工路段,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-11 2:18 AM,P1,Done,8baa8697-e553-4a13-9d77-0fba810db872,,,,,
MON-2422300,2599947,正常行驶，无故降档,v1.0.9-p6-Beta-20241204-irs2-LQ_4H70_B_VEHICLE_LYRA,ping.li,2024-12-11 1:38 AM,P1,Done,10a5b3c0-4476-4e21-809f-daa4eee0fbae,LSTI-5014,,,,
MON-2422228,2599819,圆通-无故跳档,v1.0.9-p6-Beta-20241204-irs2-LQ_4H70_B_VEHICLE_LYRA,zongshuo.liu,2024-12-10 9:44 PM,P1,Done,d6ecb5ea-86a0-4110-a051-a69a32830546,LSTI-5014,,,,
MON-2422177,2599767,行驶过程中failback,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,zhixin.yan,2024-12-10 9:35 PM,P1,Done,f4b62df9-f553-495e-bf4d-a14104e16c4b,LSTI-4964,,,,
MON-2422171,2599759,司机反馈异常减速,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-10 9:19 PM,P1,Done,7a661070-8d7d-46ea-ae0f-494fe8c2af22,LSTI-5014,,,,
MON-2422167,2599753,司机反馈：行驶中无故报小心施工,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-10 9:13 PM,P1,Done,8856576b-f2c1-44e1-8862-3eeb7f740e8d,,,,,
MON-2422166,2599752,司机反馈，ivi一直报施工,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-10 9:09 PM,P1,Done,eaa9620d-3550-44a8-b15f-e8ceef6e1ade,,,,,
MON-2422164,2599750,司机描述隧道没有施工路段,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-10 8:57 PM,P2,Done,2af36770-f259-43cf-a5d1-10c7b08dfce9,LSTI-4839,,,,
MON-2422160,2599746,正常行驶急刹,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-10 8:47 PM,P1,Done,a7a596e6-145a-4353-819e-03c2db3944df,LSTI-5546,,,,
MON-2422158,2599744,司机反馈，正常行驶，突然降档,v1.0.9-p6-Beta-20241204-irs2-LQ_4H70_B_VEHICLE_LYRA,wan.sun,2024-12-10 8:43 PM,P1,Done,a8892505-e395-4fe5-aaec-8b0950826c9f,LSTI-5014,,,,
MON-2422119,2599705,误制动,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-10 8:16 PM,P1,Done,bae7c4e2-a8fb-4b60-9f59-4fd3826278c1,,,,,
MON-2422116,2599699,司机反馈正常行驶跳档,v1.0.9-p6-Beta-20241204-irs2-LQ_4H70_B_VEHICLE_LYRA,zongshuo.liu,2024-12-10 8:05 PM,P1,Done,19791b09-de41-4ffc-bdbb-1e4dc14d96e2,LSTI-5014,,,,
MON-2422111,2599692,超车往别的车上贴,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,songlin.lei,2024-12-10 7:51 PM,P1,Done,3685e695-a684-4d4a-a4a7-5a7445084eea,,,,,
MON-2422109,2599687,隧道突然减速,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-10 7:48 PM,P1,Done,c60cf59b-74b7-4a0a-826b-cf3ca5012254,,,,,
MON-2422108,2599686,车辆无故降档,v1.0.9-p6-Beta-20241204-irs2-LQ_4H70_B_VEHICLE_LYRA,wan.sun,2024-12-10 7:47 PM,P1,Done,9a3918d4-cebc-4775-bcd7-b4f1fe566a89,LSTI-5014,,,,
MON-2422102,2599680,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,wan.sun,2024-12-10 7:45 PM,P0,Done,8520e940-33fa-4aa5-9e2e-302b7d8fcc99,LSTI-5241,,,,
MON-2422082,2599656,司机反馈，隧道内突然减速,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-10 7:12 PM,P1,Done,9af95892-5da5-4c5e-9cbd-7ada688e623b,,,,,
MON-2422081,2599655,司机反馈，隧道内突然减速,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-10 7:11 PM,P2,Done,9af95892-5da5-4c5e-9cbd-7ada688e623b,LSTI-4839,,,,
MON-2422073,2599637,司机反馈，路面有地钉，ivi语音报小心施工,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-10 6:43 PM,P1,Done,187a211f-1126-4e76-9a86-19ee71046be1,,,,,
MON-2422067,2599627,【TSAudio】不合理制动,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-10 6:17 PM,P2,Done,efbbf182-b29d-4047-a0d8-633d7ee24b9c,LSTI-4839,,,,
MON-2421972,2599528,档位不合理,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,wan.sun,2024-12-10 3:52 PM,P1,Done,229cac87-6463-40a9-9639-c35b9e4f8ae0,LSTI-4839,,,,
MON-2421965,2599521,进隧道压线,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-10 3:45 PM,P1,Done,d9f6a856-69e1-4592-b317-19f4d1a77def,,,,,
MON-2421964,2599520,不合理制动 ,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-10 3:44 PM,P1,Done,41f0ebfa-f09a-46de-92f2-754816b8e573,,,,,
MON-2421950,2599506,乱变道遇到路锥,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-10 3:21 PM,P1,Done,12d6e24c-df96-4c54-b237-f1aca2faf8a5,,,,,
MON-2421949,2599505,遇到路锥就降速乱变道,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-10 3:19 PM,P1,Done,e068a169-cf67-4c69-9fa6-07d6443bb041,,,,,
MON-2421902,2599458,不符合安全条件触发ALC,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-10 8:57 AM,P1,Done,335008e2-cade-44a6-8226-ba5ea5a908ed,,,,,
MON-2421899,2599455,档位不合理,v1.0.9-p6-Beta-20241123-irs2-LQ_4H70_B_VEHICLE_LYRA,zongshuo.liu,2024-12-10 8:49 AM,P1,Done,7b343019-3a7e-446a-9e80-8c6eba7e8ad2,LSTI-5014,,,,
MON-2421867,2599410,【TSAudio】Nudge,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,yuhao.zhao,2024-12-10 4:53 AM,P2,Done,ffdaba67-93cd-4d48-a75a-bdffa3989758,LSTI-5127,,,,
MON-2421748,2599256,误触发ALC,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-09 11:48 PM,P2,Done,4989e21c-8f99-4354-9522-ff4531af5502,LSTI-4839,,,,
MON-2421728,2599235,质量分析-每日异常指标ITS-画龙干预,v1.0.1-Beta-20240708-irs2-DF_H19X_D_VEHICLE_M51_LC,jingpeng.sun,2024-12-09 11:18 PM,P1,Done,e115f040-fef4-479c-803a-c05742cf3a96,LSTI-4180,,,,
MON-2421716,2599207,误检测出了锥桶,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-09 10:18 PM,P1,Done,c2635680-9cbd-4b20-8d42-60ecd798ed64,,,,,
MON-2421713,2599201,【TSAudio】ALC,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,yuhao.zhao,2024-12-09 10:04 PM,P2,Done,88c9caa3-b2f5-4d7f-82db-b092fa79da1e,LSTI-4839,,,,
MON-2421704,2599189,司机反馈，自动驾驶检测书锥桶，一直触发Nudge,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-09 9:43 PM,P1,Done,a050060a-e68e-47c6-89b7-7fda250f92fc,,,,,
MON-2421698,2599181,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-09 9:33 PM,P2,Done,edec211f-d14c-4578-a9aa-ae81071508f0,LSTI-5057,,,,
MON-2421697,2599180,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-09 9:33 PM,P2,Done,cc03e646-4d74-43cb-b262-9f07c133f4bc,LSTI-5058,,,,
MON-2421696,2599179,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-09 9:33 PM,P2,Done,fb08dd46-93ea-4796-883c-d91dab3506a6,LSTI-5057,,,,
MON-2421692,2599175,【TSAudio】Fallback,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-09 9:03 PM,P2,Done,61092006-37ee-4f29-bcd7-57125d225cfa,LSTI-4809,,,,
MON-2421691,2599174,司机反馈，自动驾驶偏左行驶,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,zhixin.yan,2024-12-09 9:01 PM,P1,Done,83bf327c-7ccc-4f8c-a139-60bc67a1a426,LSTI-4964,,,,
MON-2421690,2599173,司机反馈频繁避让,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-09 9:00 PM,P1,Done,080185c5-0432-4aed-92e4-4ae195256a48,,,,,
MON-2421688,2599171,司机描述刹车频繁，未有施工路段,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-09 8:39 PM,P2,Done,606be54a-207e-4d34-b180-55bab76d5235,LSTI-4839,,,,
MON-2421684,2599165,超车超到一半突然急刹,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-09 7:50 PM,P1,Done,dedc7587-1e7e-4328-ade6-4eb739431731,,,,,
MON-2421671,2599151,无缘无故急刹,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-09 7:42 PM,P1,Done,6de6b577-2e83-44d1-a642-69f5465559a8,,,,,
MON-2421663,2599140,司机反馈，变道一半就回来,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,wan.sun,2024-12-09 7:28 PM,P1,Done,a00e5628-290b-4dee-aaff-18634d790123,LSTI-4839,,,,
MON-2421657,2599133,司机描述超车时制动，变道变一半又不变道了,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-09 7:17 PM,P1,Done,c1a1d603-1770-43d0-b2a2-ab314f8b7119,,,,,
MON-2421641,2599114,【TSAudio】Fallback,v1.0.9-p6-Beta-20241123-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-09 7:01 PM,P1,Done,fe2e59e3-ece6-454b-8077-b06ccbd7a054,,,,,
MON-2421640,2599113,【TSAudio】Fallback,v1.0.9-p6-Beta-20241123-irs2-DF_HG01_C_VEHICLE_LYRA,zhixin.yan,2024-12-09 7:01 PM,P1,Done,310574b8-7058-46fb-8618-967e2913d0f4,LSTI-5080,,,,
MON-2421636,2599106,误触发避让,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-09 6:55 PM,P1,Done,24e431d5-cb7a-44c5-934a-a4695fac0bfc,,,,,
MON-2421621,2599077,【TSAudio】Fallback,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-09 5:43 PM,P2,Done,e7a47117-89cb-4251-84e1-0a6fc6253b49,LSTI-4376,,,,
MON-2421618,2599073,【TSAudio】Fallback,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-09 5:12 PM,P1,Done,032d867c-08c3-4a4b-94c1-8f24a09d8314,,,,,
MON-2421609,2599064,后方超车未避让/结束早,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-09 3:56 PM,P1,Done,b8eedef8-ced5-454d-b7ec-fa5b714844f2,,,,,
MON-2421600,2599055,异常刹车,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-09 3:43 PM,P1,Done,f86aed47-7ab6-47ae-bc93-e4368a07c7fb,,,,,
MON-2421572,2599027,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-09 1:51 PM,P2,Done,9efd4818-a9cd-49de-bc83-dbcbffede8a2,LSTI-4376,,,,
MON-2421570,2599025,【TSAudio】Fallback,v1.0.9-p6-Beta-20241123-irs2-DF_HG01_C_VEHICLE_LYRA,wan.sun,2024-12-09 1:51 PM,P1,Done,65c533f1-cb60-43f9-a760-385bc1d7a52d,LSTI-5080,,,,
MON-2421498,2598953,误触发避让,v0.8.96-adlst-0606.patch.21-irs2-CNHTC_G7H4_B_VEHICLE_LYRA,keming.zheng,2024-12-09 9:04 AM,P2,Done,8e36f770-a8da-4463-829d-4956b91c8072,LSTI-5146,,,,
MON-2421490,2598943,【TSAudio】不合理制动,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-09 7:17 AM,P2,Done,ffc9424b-6b2d-48dd-a2e0-abef5bac184e,LSTI-5249,,,,
MON-2421438,2598848,司机反馈隧内道突然减速,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-09 12:27 AM,P1,Done,069cd24e-7e41-4be3-a4ae-af847b04618f,,,,,
MON-2421418,2598807,7044d27d-3657-4a44-b1c3-d332fbe0da25,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-08 11:40 PM,P1,Done,7044d27d-3657-4a44-b1c3-d332fbe0da25,,,,,
MON-2421412,2598796,司机描述汽车报错刹车,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-08 11:23 PM,P1,Done,798a1a9b-1077-489a-b7f0-9531248a4742,,,,,
MON-2421401,2598782,司机描述正常行驶突然从100减速到80,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-08 11:11 PM,P1,Done,cd49e7bc-a41b-460f-af0c-2b7bf5e6e9e1,,,,,
MON-2421328,2598706,司机描述限速80，汽车速度未超过80急刹减速,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-08 10:47 PM,P2,Done,099cd3f5-0fb9-4a43-bf64-008d929182f5,LSTI-5249,,,,
MON-2421321,2598699,无障碍避让,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-08 10:38 PM,P1,Done,e4672f2a-6387-4b8a-8124-8de299ea8829,,,,,
MON-2421298,2598671,司机反馈频繁制动,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-08 9:52 PM,P1,Done,3bdbc9c6-69c4-4538-a99f-09a9a1ac724e,,,,,
MON-2421295,2598663,误报施工,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-08 9:43 PM,P1,Done,afa66258-2fef-4641-84c9-b0dc5b80b200,,,,,
MON-2421286,2598653,司机反馈进入隧道制动过大,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-08 9:20 PM,P2,Done,d770e7af-d4bf-4cfb-93ab-a434ee9dae2d,LSTI-4839,,,,
MON-2421278,2598645,司机反馈，正常行驶无故减速刹车,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-08 9:07 PM,P1,Done,656f4370-d89f-4139-a0af-abb142cc761b,,,,,
MON-2421250,2598611,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-FT_ESTN_B_VEHICLE_LYRA,zongshuo.liu,2024-12-08 7:40 PM,P0,Done,8e4bf144-a708-4e66-8130-a557d7c764b1,LSTI-5241,,,,
MON-2421245,2598606,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,li.ding,2024-12-08 7:40 PM,P0,Done,bcfeb2ac-07f2-45af-b8f4-4d8298808885,LSTI-5250,,,,
MON-2421237,2598598,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,zheyuan.lai,2024-12-08 7:39 PM,P0,Root Cause Analysis,72be17b4-5d7a-4742-b64c-39aa7224f301,LSTI-5250,,,,
MON-2421233,2598592,司机反馈行驶时，出现刹车降档,v1.0.9-p6-Beta-20241204-irs2-LQ_4H70_B_VEHICLE_LYRA,zongshuo.liu,2024-12-08 7:29 PM,P1,Done,87e5f6ea-3074-4e24-af0b-7ae78b550002,LSTI-5014,,,,
MON-2421199,2598553,"FB，feature_match_module,fm_err_output_map_lane_type_incorrect",v1.1.9-Alpha-20241202-irs2-DF_D_VEHICLE_ADU,jiasheng.miao,2024-12-08 6:57 PM,P1,Done,95fc35ce-bbc4-4017-b2fe-dc3ca41bf0fc,LSTI-5393,,,,
